Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2012100153, □地ポッドジョイ 　,2012年4月13日,八木正喜 (川崎),小川眞査雄,川上牧場,新冠町,,マーベラスサンデー,マクロホーネット,ジェイドロバリー,0.00,177.80
2012100154, ○地ディナール 　,2012年4月25日,佐藤吉勝 (美浦),江川伸夫,川上牧場,新冠町,,フォーティナイナーズサン,マルスフラウ,マルゼンスキー,0.00,0.00
2012100155,マイティブロウ 　,2012年4月24日,小島茂之 (美浦),藤田孟司,川上牧場,新冠町,,エンパイアメーカー,マンチャ,King's Best,0.00,0.00
2012100156,マーズプリンセスの2012 　,2012年3月4日, ,,川上牧場,新冠町,,ホワイトマズル,マーズプリンセス,デインヒル,0,0
2012100157,クニサキメロディー 　,2012年3月24日,西橋豊治 (栗東),國島周夫,川上牧場,新冠町,,フォーティナイナーズサン,メイプルラブチャン,アジュディケーティング,0.00,0.00
2012100158,ワイルドダンスの2012 　,2012年3月17日, ,,川上牧場,新冠町,,フォーティナイナーズサン,ワイルドダンス,ダンスインザダーク,0,0
2012100159, □地マルヨサンマリー 　,2012年3月20日,柴田高志 (地方),野村春行,川越省蔵,新冠町,,ショウナンカンプ,マイニングレディ,マイニング,42.00,42.00
2012100160,ビレッジキャロル 　,2012年4月16日,高橋文雅 (美浦),村山浩伸,川島牧場,新冠町,,ファスリエフ,ウインアズライト,フジキセキ,0.00,39.60
2012100161, □地ゼンノウラヌス 　,2012年3月29日,佐々木仁 (川崎),宮崎利男,川島牧場,新冠町,,ゼンノロブロイ,ウインアンジェラス,Bertolini,70.00,525.00
2012100162, □地レオロフティー 　,2012年4月2日,菅原勲 (岩手),田中博之,川島牧場,新冠町,,ゼンノロブロイ,エシュクアルバー,Riverman,0.00,400.00
2012100163,レイニングバイオ 　,2012年3月5日,牧光二 (美浦),バイオ,川島牧場,新冠町,"1,470万円 (2012年 セレクトセール)",ネオユニヴァース,セクシーディナー,キンググローリアス,310.00,310.00
2012100164, □地シャイントラベラー 　,2012年5月2日, (地方),高橋孝保,川島牧場,新冠町,,ローレルゲレイロ,ゼヤラー,Rahy,70.00,570.00
2012100165, □地ゼトス 　,2012年2月21日,山本和之 (兵庫),杉沢光雄,川島牧場,新冠町,,カネヒキリ,タッソーニー,テンビー,597.50,977.50
2012100166, □地カワキタキャッスル 　,2012年3月26日,高橋俊之 (金沢),宮谷内文雄,川島牧場,新冠町,,ケイムホーム,テイクオンミー,サンデーサイレンス,0.00,0.00
2012100167, □地ブロッサムヒル 　,2012年4月1日,宗形竹見 (大井),小国和紀,川島牧場,新冠町,,スニッツェル,テンジンミコオウヒ,シンボリクリスエス,180.00,180.00
2012100168, □地メッシュヘア 　,2012年4月21日,金田一昌 (金沢),村山哲生,川島牧場,新冠町,,キングヘイロー,ヒルトップレディ,トニービン,40.00,40.00
2012100169, □地ローレルトレゾール 　,2012年4月22日,工藤真司 (高知),工藤恭久,川島牧場,新冠町,,ハーツクライ,フォーマルアプローバル,Kingmambo,0.00,0.00
2012100170,ユズレモン 　,2012年3月8日,杉浦宏昭 (美浦),山岸桂市,川島牧場,新冠町,,Stormy Atlantic,プリティキャサリン,Vindication,0.00,0.00
2012100171, □地ランデックヒルズ 　,2012年4月14日,桜田浩樹 (岩手),簗田満,川島牧場,新冠町,756万円 (2014年 JRAブリーズアップセール),ジャングルポケット,ヤワラブライト,コマンダーインチーフ,320.00,320.00
2012100172,キョウワマリア 　,2012年3月2日,笹田和秀 (栗東),協和牧場,協和牧場,新冠町,,ハービンジャー,アサカグローリー,サンシャインフォーエヴァー,0,0
2012100173,ソラノカナタ 　,2012年5月13日,五十嵐忠 (栗東),協和牧場,協和牧場,新冠町,,ステイゴールド,アサカプティット,ブライアンズタイム,0.00,69.30
2012100174, □地エムサンキング 　,2012年3月11日,渡辺和雄 (大井),関守,協和牧場,新冠町,,バゴ,エララ,コロナドズクエスト,0.00,0.00
2012100175, □地ギンセカイ 　,2012年4月7日,平沢芳三 (岩手),松田敬一,協和牧場,新冠町,,クロフネ,キョウワエンプレス,サンデーサイレンス,0.00,0.00
2012100176,キョウワオーシャンの2012 　,2012年5月21日, ,,協和牧場,新冠町,,スクワートルスクワート,キョウワオーシャン,コマンダーインチーフ,0,0
2012100177, □地キョウワクラウド 　,2012年3月27日,加藤幸保 (笠松),浅川吉男,協和牧場,新冠町,,ローレルゲレイロ,キョウワキララ,タップダンスシチー,0.00,0.00
2012100178,キョウワカンナ 　,2012年3月15日,日吉正和 (栗東),協和牧場,協和牧場,新冠町,,ハーツクライ,キョウワジェイド,オペラハウス,0.00,1.30
2012100179, □地リチャード 　,2012年5月29日,瀬戸口悟 (愛知),瀬戸口勉,協和牧場,新冠町,,キングヘイロー,キョウワノスター,テンビー,0.00,0.00
2012100180,キョウワストーム 　,2012年3月19日,角田晃一 (栗東),協和牧場,協和牧場,新冠町,,ステイゴールド,キョウワモンロー,ダンシングブレーヴ,0,0
2012100181,ゴコウの2012 　,2012年2月6日, ,,協和牧場,新冠町,,ストーミングホーム,ゴコウ,デインヒル,0,0
2012100182,ムイビエン 　,2012年4月7日,木原一良 (栗東),協和牧場,協和牧場,新冠町,,シンボリクリスエス,ジーク,ダンスインザダーク,0.00,3.90
2012100183, □地キョウワエルフ 　,2012年3月26日,井樋明正 (佐賀),西隆久,協和牧場,新冠町,,キョウワスプレンダ,タバスコリエ,タバスコキャット,0.00,0.00
2012100184,キョウワデューク 　,2012年5月31日,的場均 (美浦),協和牧場,協和牧場,新冠町,,キングヘイロー,ファイナルヘヴン,ダンスインザダーク,0.00,0.00
2012100185, □地キョウワディアナ 　,2012年3月24日,加藤幸保 (笠松),吉田銘一,協和牧場,新冠町,,スクワートルスクワート,フラワーシャワー,フジキセキ,0.00,0.00
2012100186, □地キョウワルナ 　,2012年3月7日,植松則幸 (愛知),中島知四郎,協和牧場,新冠町,,パイロ,プルマージュ,フォーティナイナー,0.00,0.00
2012100187, □地スーサンヘイロー 　,2012年4月6日,瀬戸口悟 (愛知),瀬戸口勉,協和牧場,新冠町,,アドマイヤムーン,ヘイローフジ,キングヘイロー,0.00,130.00
2012100188,レイオーロ 　,2012年3月6日,吉村圭司 (栗東),ローレルレーシング,協和牧場,新冠町,,キングカメハメハ,レイニータ,アグネスデジタル,0.00,0.00
2012100189,ミッキーロゼ 　,2012年2月16日,中村均 (栗東),三木久史,山際辰夫,日高町,630万円 (2012年 北海道オータムセール),タニノギムレット,エアセレナーデ,フジキセキ,0,0
2012100190,シゲルデンガク 　,2012年3月19日,伊藤正徳 (美浦),森中蕃,畔柳作次,新冠町,263万円 (2013年 北海道サマーセール),リンカーン,キャラット,フレンチデピュティ,330.00,380.00
2012100191, □地パックオブライズ 　,2012年3月4日,中川一男 (金沢),橋本博子,畔柳作次,新冠町,,ブラックタイド,バンブーズルド,エアエミネム,37.30,72.70
2012100192, □地クリムゾンフレイム 　,2012年4月16日,田嶋弘幸 (金沢),杉本幹夫,競優牧場,新冠町,,カンパニー,アメジストオブレイ,ネオユニヴァース,1.60,1.60
2012100193, □地メジャービッグバン 　,2012年3月22日,立花伸 (大井),小林章,競優牧場,新冠町,,ヴァーミリアン,エリモエクレール,アグネスタキオン,90.90,259.00
2012100194, □地ラガーキリンオー 　,2012年4月24日,尾林幸二 (兵庫),奥村啓二,競優牧場,新冠町,,ファルブラヴ,エルフィンパーク,タニノギムレット,0.00,3.20
2012100195, □地キンショーナデシコ 　,2012年5月20日,国沢利照 (兵庫),木下務,競優牧場,新冠町,702万円 (2014年 北海道トレーニングセール),マヤノトップガン,エレガントマリー,シャンハイ,0.00,0.00
2012100196,エレガントカシマシ 　,2012年5月27日,的場均 (美浦),井上久光,競優牧場,新冠町,,キングヘイロー,エレガントレジーナ,ペンタイア,0.00,0.00
2012100197,ヒエン 　,2012年4月6日,庄野靖志 (栗東),伴仁,競優牧場,新冠町,284万円 (2013年 北海道サマーセール),スクリーンヒーロー,ケイビイスパイダー,リンドシェーバー,0.00,0.00
2012100198,アーススカイ 　,2012年4月4日,加藤敬二 (栗東),松山増男,競優牧場,新冠町,,リンカーン,サチノスイーティー,カリスタグローリ,0.00,40.00
2012100199,ライトザライト 　,2012年2月14日,高市圭二 (美浦),グリーンスウォード,競優牧場,新冠町,74万円 (2013年 北海道オータムセール),トーセンダンス,ステージワンスモア,タニノギムレット,70.00,70.50
2012100200,アドバンスクィーン 　,2012年4月14日,根本康広 (美浦),アドバンス・サッポロ,競優牧場,新冠町,,ファルブラヴ,スペシャルウィッチ,スペシャルウィーク,0,0
2012100201, □地ウインドユウキ 　,2012年2月29日,矢野義幸 (船橋),奥平真治,競優牧場,新冠町,,ヴァーミリアン,スリースノーグラス,グラスワンダー,0.00,0.00
2012100202,ヤマイチシンバ 　,2012年5月8日,佐藤正雄 (栗東),坂本肇,競優牧場,新冠町,,ファスリエフ,バクシンオージョ,タイキシャトル,0.00,150.00
2012100203, □地ナイヤガラノニジ 　,2012年5月12日,石井勝男 (船橋),福本次雄,競優牧場,新冠町,,ホワイトマズル,ファゼンデイロ,アイシーグルーム,25.20,25.20
2012100204,ミューズデュナミス 　,2012年4月6日,栗田徹 (美浦),佐々木雄二,競優牧場,新冠町,74万円 (2013年 北海道オータムセール),リンカーン,フローラルジュノー,タイキシャトル,7.60,20.50
2012100205, □地プティボヌール 　,2012年4月14日,田中伸一 (高知),（有）ホースケア,競優牧場,新冠町,,スペシャルウィーク,プティマカロン,ワイルドラッシュ,60.50,68.10
2012100206,コウエイエース 　,2012年3月12日,川村禎彦 (栗東),西岡静男,小泉牧場,新冠町,,バトルプラン,アドマイヤジュエル,アドマイヤベガ,0,0
2012100207,イナズマディオーネ 　,2012年5月6日,浜田多実 (栗東),北所直人,小泉牧場,新冠町,,ディープスカイ,イナズマアマリリス,スエヒロコマンダー,0.00,130.00
2012100208,アルマワイオリ 　,2012年2月27日,西浦勝一 (栗東),コウトミックレーシング,小泉牧場,新冠町,,マツリダゴッホ,イナズマローレル,ピルサドスキー,5599.50,8428.70
2012100209,フォーディスタニー 　,2012年4月13日,中川公成 (美浦),志邑宣彦,小泉牧場,新冠町,,ファスリエフ,スエヒロサプライズ,ラムタラ,0,0
2012100210,ゲルズ 　,2012年2月22日,松元茂樹 (栗東),杉澤光雄,小泉牧場,新冠町,,エンパイアメーカー,タケカワルキューレ,ダンスインザダーク,200.00,330.00
2012100211,タマモカチューシャ 　,2012年3月18日,水野貴広 (美浦),タマモ,小泉牧場,新冠町,,マツリダゴッホ,チャームキャップ,キャプテンスティーヴ,0.00,0.00
2012100212, □地イナズマイーリス 　,2012年4月9日,諏訪貴正 (兵庫),小泉賢悟,小泉牧場,新冠町,,ハーツクライ,ブランドシャトル,Theatrical,0.00,0.00
2012100213,キミトアエタキセキ 　,2012年4月19日,清水久詞 (栗東),山口正行,小泉牧場,新冠町,,ネオユニヴァース,プラントパラダイス,パラダイスクリーク,0,0
2012100214,ミラクルコンサートの2012 　,2012年3月28日, ,,小泉牧場,新冠町,,ジャングルポケット,ミラクルコンサート,フジキセキ,0,0
2012100215, □地ミスティモーヴ 　,2012年3月11日,坂口義幸 (愛知),（同）ＪＰＮ技研,小泉学,新冠町,,フサイチリシャール,アイリッシュミスト,アフリート,12.20,12.20
2012100216,タイキランデヴーの2012 　,2012年3月22日, ,,小泉学,新冠町,,カンパニー,タイキランデヴー,スペシャルウィーク,0,0
2012100217, □地ダビッドラフィー 　,2012年3月20日,林正人 (船橋),青山英昭,小泉学,新冠町,210万円 (2013年 北海道サマーセール),フサイチコンコルド,ドリームギフト,マンハッタンカフェ,60.00,208.80
2012100218,マチカネアオイの2012 　,2012年3月26日, ,,小泉学,新冠町,105万円 (2013年 北海道サマーセール),スーパーホーネット,マチカネアオイ,サンデーサイレンス,0,0
2012100219, □地ノースノース 　,2012年4月5日,林正人 (船橋),小川正男,小泉学,新冠町,,カネヒキリ,マチカネセンヒメ,ブライアンズタイム,720.00,1790.00
2012100220,ガンバレヒトリッコ 　,2012年4月19日,根本康広 (美浦),福田光博,小泉学,新冠町,216万円 (2014年 北海道トレーニングセール),シルクハリアー,ミラクルモーメント,フジキセキ,0.00,0.00
