Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2013100155,シゲルカジキ 　,2013年4月17日,中村均 (栗東),森中蕃,沖田牧場,日高町,"1,155万円 (2013年 セレクトセール)",アドマイヤムーン,フィジーガール,カコイーシーズ,0,0
2013100156,ウイングカイユウ 　,2013年3月18日,服部利之 (栗東),池田實,沖田牧場,日高町,,メイショウサムソン,ブライズメイト,エイシンサンディ,0.00,0.00
2013100157, □地ゴールデンアイ 　,2013年2月14日,小林俊彦 (岩手),岩渕瑞生,沖田牧場,日高町,680万円 (2014年 北海道セレクションセール),ゴールドアリュール,ヨウヨウ,マヤノトップガン,113.00,349.90
2013100158, □地マイゴルゴンゾーラ 　,2013年5月4日,西久保政 (佐賀),岡田義見,沖田牧場,日高町,,ディープスカイ,ルナルナ,アフリート,34.70,88.00
2013100159,モウカッテル 　,2013年4月16日,森秀行 (栗東),田中邦彦,沖田牧場,日高町,"1,296万円 (2015年 JRAブリーズアップセール)",アンライバルド,ロングビクトリア,タニノギムレット,500.00,572.00
2013100160,タケルアロー 　,2013年4月27日,加藤征弘 (美浦),森保彦,沖田牧場,日高町,162万円 (2014年 北海道オータムセール),アドマイヤオーラ,ワシリーサ,ストラヴィンスキー,0.00,450.00
2013100161, □地バッテリーパーク 　,2013年5月19日,角川秀樹 (北海道),（株）オリオンファー,オリオンファーム,日高町,,ブレイクランアウト,アンペア,ワイルドラッシュ,176.00,176.00
2013100162,キューノキセキ 　,2013年4月19日,戸田博文 (美浦),ジェイアール,オリオンファーム,日高町,,ブレイクランアウト,アーネストデザイア,サンデーサイレンス,0.00,90.00
2013100163, □地ヤマノダイオー 　,2013年2月6日,野田忍 (兵庫),沢村敏雄,オリオンファーム,日高町,486万円 (2014年 北海道サマーセール),マンハッタンカフェ,カーリア,Carson City,0.00,12.60
2013100164,ゴールドデイの2013 　,2013年4月9日, ,,オリオンファーム,日高町,,ヴィクトワールピサ,ゴールドデイ,Seeking the Gold,0,0
2013100165,ウォーターワンダー 　,2013年2月19日,岡田稲男 (栗東),山岡良一,オリオンファーム,日高町,"1,998万円 (2014年 北海道セレクションセール)",マンハッタンカフェ,シガトカ,Storm Cat,0.00,0.00
2013100166,ダノンハナフブキ 　,2013年2月11日,千田輝彦 (栗東),ダノックス,オリオンファーム,日高町,"1,575万円 (2013年 セレクトセール)",ワークフォース,フローラルパレス,サンデーサイレンス,0.00,240.00
2013100167,ダイトカイ 　,2013年4月6日,牧田和弥 (栗東),市川義美ホールディングス,オリオンファーム,日高町,"1,296万円 (2014年 セレクトセール)",マンハッタンカフェ,マネーペニー,Monarchos,0.00,0.00
2013100168, □地フジ 　,2013年5月6日,角川秀樹 (北海道),加藤利美,加藤牧場,日高町,,ブラックタイド,セイチーズ,フォーティナイナー,0.00,20.00
2013100169, □地ジョウチャン 　,2013年5月15日,有馬澄男 (兵庫),山口春夫,加藤牧場,日高町,,アドマイヤマックス,ハリケンアスリート,フサイチコンコルド,65.50,65.50
2013100170, □地バーバリライオン 　,2013年4月24日,金田一昌 (金沢),村山忠弘,カネツ牧場,日高町,,オンファイア,アポロカリビアン,ブライアンズタイム,160.00,438.00
2013100171, □地スパークルヒーロー 　,2013年4月22日,岩本洋 (川崎),西森鶴,カネツ牧場,日高町,540万円 (2014年 北海道サマーセール),ゴールドアリュール,カネツフラップ,ホリスキー,99.00,432.60
2013100172,カツヤドーム 　,2013年5月16日,岡田稲男 (栗東),一村哲也,カネツ牧場,日高町,"1,372万円 (2014年 北海道セレクションセール)",ゴールドアリュール,カネツプリンセス,サクラバクシンオー,0.00,0.00
2013100173,フォーチュンラック 　,2013年3月6日,野中賢二 (栗東),前川企画,カネツ牧場,日高町,756万円 (2014年 北海道セレクションセール),ゼンノロブロイ,キストゥクラウン,クロフネ,0,0
2013100174,ダーウィンノオシエ 　,2013年3月23日,加藤和宏 (美浦),福田光博,カネツ牧場,日高町,,タニノギムレット,クイーンブルー,アドマイヤベガ,0.00,0.00
2013100175,ブラウンアニマート 　,2013年5月13日,武藤善則 (美浦),キャピタルクラブ,カネツ牧場,日高町,594万円 (2015年 北海道トレーニングセール),スペシャルウィーク,スズランコマンダー,スエヒロコマンダー,700.00,772.00
2013100176, □地メイクィット 　,2013年5月1日,川島洋人 (北海道),（有）アクティブ,カネツ牧場,日高町,,アジュディミツオー,ブラストエルサ,キングカメハメハ,30.00,80.00
2013100177,ジョークラップ 　,2013年3月9日, ,,カネツ牧場,日高町,659万円 (2014年 北海道サマーセール),タニノギムレット,マックビーナス,マンハッタンカフェ,0,0
2013100178, □地クニノアイドル 　,2013年5月9日,宮本康 (大井),桜井務,賀張中川牧場,日高町,,ダンスインザダーク,アップロー,カコイーシーズ,0.00,0.00
2013100179, □地ボッチャン 　,2013年4月9日,保利良次 (兵庫),山口春夫,賀張中川牧場,日高町,108万円 (2014年 北海道オータムセール),バトルプラン,ホーリーウィング,マンハッタンカフェ,20.00,37.10
2013100180,マイネルロミオ 　,2013年4月20日,黒岩陽一 (美浦),サラブレッドクラブ・ラフィアン,賀張中川牧場,日高町,162万円 (2014年 北海道サマーセール),ビービーガルダン,リトルジュリエット,ワイルドラッシュ,110.00,160.00
2013100181, □地クラウンハンター 　,2013年5月9日,松本隆宏 (北海道),中川浩典,賀張中川牧場,日高町,,ケイムホーム,レインボーロマンス,エアジハード,167.20,174.20
2013100182,マキシマムブレイク 　,2013年5月11日,戸田博文 (美浦),シルクレーシング,賀張三浦牧場,日高町,778万円 (2014年 北海道サマーセール),ブレイクランアウト,ヴァルホーリング,Halling,0.00,0.00
2013100183,エストレーラの2013 　,2013年5月2日, ,,賀張三浦牧場,日高町,,ブレイクランアウト,エストレーラ,シンボリクリスエス,0,0
2013100184,バークレアヴィガ 　,2013年4月22日,土田稔 (美浦),鈴木義孝,賀張三浦牧場,日高町,,ジャングルポケット,クラサヴィカ,ワイルドラッシュ,0.00,0.00
2013100185, □地トッケンドーナ 　,2013年3月28日, (地方),西森鶴,賀張三浦牧場,日高,,シンボリクリスエス,タイキプリンセス,Kingmambo,243.00,419.00
2013100186, □地ダイバキャサリン 　,2013年3月2日,岡田一男 (浦和),丹呉通孝,賀張三浦牧場,日高町,151万円 (2014年 北海道オータムセール),キンシャサノキセキ,ドラールフォンテン,キンググローリアス,34.00,34.00
2013100187,ナムラヒスイの2013 　,2013年4月21日, ,,賀張三浦牧場,日高町,108万円 (2014年 北海道オータムセール),アサクサデンエン,ナムラヒスイ,サクラチトセオー,0,0
2013100188, □地メジャースピリット 　,2013年3月25日, (地方),西森鶴,賀張三浦牧場,日高町,,ダイワメジャー,ファリシーク,Rainbow Quest,364.80,484.60
2013100189,ディヴェルテンテ 　,2013年4月28日,池上昌弘 (美浦),宮内牧場,神島芳仁,日高町,173万円 (2014年 北海道オータムセール),アドマイヤジャパン,オンワードファニー,フォーティナイナー,0.00,0.00
2013100190, □地イチノユウキ 　,2013年3月2日,田中範雄 (兵庫),古川直一,神島芳仁,日高町,,パイロ,ミスティックラヴ,ダンスインザダーク,20.00,123.60
2013100191, □地クリノフルボカー 　,2013年4月12日,渡瀬寛彰 (兵庫),栗本八江,川島良一,日高町,,マイネルラヴ,ケイアイポップス,コマンダーインチーフ,0.00,0.00
2013100192, □地ノーブルレジェンド 　,2013年4月27日,宮本康 (大井),西田順彦,川島良一,日高町,,スターリングローズ,ドリームインスター,バブルガムフェロー,0.00,130.00
2013100193,クリノクロンボー 　,2013年4月10日,中村均 (栗東),栗本博晴,川島良一,日高町,410万円 (2014年 北海道オータムセール),エーシンフォワード,モカサンデー,サンデーサイレンス,0.00,200.00
2013100194,ホッコースイセイ 　,2013年5月1日,飯田祐史 (栗東),矢部道晃,川端正博,日高町,,メイショウボーラー,ホッコーエクレール,ダンスインザダーク,0.00,75.00
2013100195,ホッコーモモタン 　,2013年3月11日,松永康利 (美浦),矢部道晃,川端正博,日高町,,ベーカバド,ホッコーマスタング,アグネスフライト,180.00,680.00
2013100196, □地カシノジョウネツ 　,2013年4月24日,飯田良弘 (兵庫),柏木務,川端正博,日高町,454万円 (2014年 北海道オータムセール),ブラックタイド,ユキノチャンプ,タバスコキャット,0.00,0.00
2013100197,ユキノロード 　,2013年3月7日,本田優 (栗東),遠藤定子,川端正博,日高町,,エンパイアメーカー,ユキノハボタン,バブルガムフェロー,270.00,675.00
2013100198, □地カガヤキスマイル 　,2013年6月4日,田辺陽一 (川崎),三河辰已,菊地牧場,日高町,410万円 (2014年 北海道サマーセール),パイロ,オーゴンキップ,ネオユニヴァース,75.00,598.20
2013100199,タイセイスピカ 　,2013年5月18日,池上昌和 (美浦),田中成奉,菊地牧場,日高町,130万円 (2014年 八戸市場),キャプテントゥーレ,ヤナビ,Silver Hawk,0.00,0.00
2013100200, □地アップヒルランラン 　,2013年5月1日,田中譲二 (高知),上岡和男,北田剛,日高町,,カンパニー,カツラヘネシー,Storm Bird,20.50,21.50
2013100201, □地ポルフ 　,2013年4月13日,桜田浩樹 (岩手),上野忠,北田剛,日高町,324万円 (2015年 北海道トレーニングセール),サムライハート,コンチェルト,ウォーエンブレム,11.90,12.40
2013100202,ミドリノイブキ 　,2013年5月5日,久保田貴 (美浦),諸岡慶,北田剛,日高町,,アッミラーレ,スズオリヅル,フサイチコンコルド,0.00,0.00
2013100203,ノーブルブラック 　,2013年4月23日,水野貴広 (美浦),吉木伸彦,北田剛,日高町,540万円 (2015年 北海道トレーニングセール),ブラックタイド,ダイイチボタン,ティンバーカントリー,75.00,150.00
2013100204, □地グローバルリード 　,2013年5月2日,柘榴浩樹 (浦和),斉藤直樹,北野澤勝廣,日高町,,サムライハート,グローバルカード,キャロルハウス,60.00,83.00
2013100205,ダイメイガール 　,2013年5月2日,中野栄治 (美浦),宮本孝一,木村牧場,日高町,378万円 (2015年 JRAブリーズアップセール),ヨハネスブルグ,ウェーブピアサー,ゼンノロブロイ,0.00,0.00
2013100206,ウインドオブホープ 　,2013年4月5日,鹿戸雄一 (美浦),木村牧場,木村牧場,日高町,,スクリーンヒーロー,オンマイマインド,ティンバーカントリー,110.00,110.00
2013100207,ゲストアスリートの2013 　,2013年3月8日, ,,木村牧場,日高町,,バゴ,ゲストアスリート,ブライアンズタイム,0,0
2013100208, □地カンテラガール 　,2013年4月9日,川嶋弘吉 (高崎),木村良明,木村牧場,日高町,,スクリーンヒーロー,コンドルショット,エルコンドルパサー,0.00,102.60
2013100209, □地ノーザンミント 　,2013年2月25日,柏木一夫 (大井),中田留明,木村牧場,日高町,,スクリーンヒーロー,ゴールドミント,アグネスワールド,109.00,109.00
2013100210, ○地ダイアモンドノーム 　,2013年4月8日,中野栄治 (美浦),友水達也,木村牧場,日高町,,ディープスカイ,サウスサプライズ,サウスヴィグラス,190.00,354.00
2013100211,シルバードリーム 　,2013年2月24日,加用正 (栗東),南波壽,木村牧場,日高町,,サウスヴィグラス,サザンジュエリー,アフリート,110.00,1135.00
2013100212,モリトタイキ 　,2013年3月6日,堀井雅広 (美浦),石橋忠之,木村牧場,日高町,,タイキシャトル,ショウリノホホエミ,マンハッタンカフェ,610.00,610.00
2013100213, □地ジェベルベイリー 　,2013年3月22日,村上実 (岩手),西村隆平,木村牧場,日高町,378万円 (2014年 北海道オータムセール),メジロベイリー,ジェベルロバーツ,ウェイオブライト,34.60,43.90
