Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2010100151, □地トスカニーニ 　,2010年3月2日,栗林徹治 (兵庫),田所英子,天羽牧場,日高町,,シンボリクリスエス,ギルティーコンシェンス,アントレプレナー,0.00,0.00
2010100152,エン 　,2010年3月19日,小桧山悟 (美浦),福田光博,天羽牧場,日高町,179万円 (2011年 北海道オータムセール),グラスワンダー,ダンシングナナ,コマンダーインチーフ,0,0
2010100153,ロングボンズ 　,2010年3月20日,長浜博之 (栗東),中井敏雄,天羽牧場,日高町,,シンボリクリスエス,トップエクセレント,アグネスタキオン,0.00,375.00
2010100154, □地ズイウン 　,2010年4月15日,米川伸也 (北海道),（有）天羽牧場,天羽牧場,日高町,,キングヘイロー,ナリタグレース,トニービン,16.50,16.50
2010100155,メイショウヤマホコ 　,2010年4月14日,藤沢則雄 (栗東),松本好雄,天羽牧場,日高町,"1,575万円 (2011年 北海道サマーセール)",タニノギムレット,ナリタフローラ,サンデーサイレンス,0.00,1160.00
2010100156,ターゲットゾーン 　,2010年4月17日,水野貴広 (美浦),畑佐博,天羽牧場,日高町,,フレンチデピュティ,ブルーオアシス,Sadler's Wells,705.00,705.00
2010100157,ジーニマジック 　,2010年2月25日,小笠倫弘 (美浦),田所英子,天羽牧場,日高町,,ダイワメジャー,ベッラベリッシモ,Alzao,680.00,2380.80
2010100158, □地マックスヴェロニカ 　,2010年4月10日,田嶋弘幸 (金沢),田所英子,天羽牧場,日高町,,マヤノトップガン,マックスロゼ,ヘクタープロテクター,0.00,0.00
2010100159,アンジェラスベル 　,2010年3月5日,牧光二 (美浦),田所英子,天羽牧場,日高町,,Oratorio,マヤノダンシャラ,モンジュー,70.00,670.00
2010100160,マヤノダークマター 　,2010年3月19日,武市康男 (美浦),田所英子,天羽牧場,日高町,,ローエングリン,マヤノマーガレット,フォーティナイナー,0.00,0.00
2010100161,ケイリンチャンプ 　,2010年3月17日,矢作芳人 (栗東),山田裕仁,天羽牧場,日高町,,タイキシャトル,マリンフェスタ,サクラバクシンオー,0.00,180.00
2010100162,トゥルヴァーユ 　,2010年3月5日,矢野英一 (美浦),グリーンファーム,天羽禮治,日高町,578万円 (2011年 北海道セレクションセール),ダイワメジャー,グランバザール,タマモクロス,680.00,1140.00
2010100163,ホークインザブルー 　,2010年3月12日,手塚貴久 (美浦),藤田在子,天羽禮治,日高町,,シベリアンホーク,シベリアンブルー,サザンヘイロー,330.00,960.00
2010100164,スターオブミューズ 　,2010年3月18日,水野貴広 (美浦),藤田在子,天羽禮治,日高町,,シベリアンホーク,スターオブアディラ,スターオブコジーン,0.00,75.00
2010100165,ハギノソフィア 　,2010年1月12日,鮫島一歩 (栗東),安岡美津子,天羽禮治,日高町,"1,575万円 (2010年 セレクトセール)",アグネスタキオン,ナミビア,Seeking the Gold,0.00,830.00
2010100166,コントレイル 　,2010年4月14日,岩戸孝樹 (美浦),藤田在子,天羽禮治,日高町,,シベリアンホーク,ブルースカイソング,Crafty Prospector,70.00,120.00
2010100167,マックスシュテルン 　,2010年4月18日,堀井雅広 (美浦),藤田在子,天羽禮治,日高町,,シベリアンホーク,マックスファックス,Known Fact,0.00,0.00
2010100168,クリノサトパント 　,2010年3月1日,高市圭二 (美浦),栗本博晴,天羽禮治,日高町,840万円 (2011年 セレクトセール),アドマイヤムーン,マルターズベーブ,カリズマティック,0.00,200.00
2010100169,クレバーユニバース 　,2010年3月21日,岩戸孝樹 (美浦),ウエスタンファーム,天羽禮治,日高町,893万円 (2011年 セレクトセール),ネオユニヴァース,メルヴェイユーズ,エルコンドルパサー,610.00,610.00
2010100170, □地シュナップス 　,2010年3月27日,堀千亜樹 (大井),藤田在子,天羽禮治,日高町,,タニノギムレット,リトルスポーツカー,Seeking the Gold,0.00,905.00
2010100171,ヴィーグスマイルの2010 　,2010年3月16日, ,,新井昭二,日高町,,ニューイングランド,ヴィーグスマイル,サウスヴィグラス,0,0
2010100172,リアンハート 　,2010年4月11日,本間忍 (美浦),増田和啓,新井昭二,日高町,263万円 (2011年 北海道サマーセール),アサクサデンエン,キウィカラー,ヘネシー,0.00,0.00
2010100173,テイエムオオラジャ 　,2010年2月7日,柴田光陽 (栗東),竹園正繼,新井昭二,日高町,"1,050万円 (2011年 北海道サマーセール)",シンボリクリスエス,キウィダンス,ティンバーカントリー,50.00,670.00
2010100174,クールナミ 　,2010年3月8日,目野哲也 (栗東),川上哲司,新井昭二,日高町,105万円 (2011年 北海道サマーセール),ブラックタイド,ケイウンシュウレイ,スキャン,0.00,0.00
2010100175, □地レゲエパンチ 　,2010年4月13日, (地方),都筑利樹,新井昭二,日高町,,マーベラスサンデー,ゲイリーチャーム,ラストタイクーン,357.50,357.50
2010100176, □地ビーディフォース 　,2010年3月24日,堀千亜樹 (大井),川上和彦,新井昭二,日高町,,クロフネ,ブリンダーレ,エルコンドルパサー,462.50,768.50
2010100177,ホウショウザクラ 　,2010年3月23日,増本豊 (栗東),芳賀吉孝,新井昭二,日高町,,ファンタスティックライト,ホウショウルビー,デザートキング,0.00,0.00
2010100178, □地マドンナフォンテン 　,2010年4月18日,波多野健 (船橋),吉橋計,新井弘幸,日高町,,ルールオブロー,イーグルマドンナ,クリスタルグリッターズ,60.00,180.00
2010100179, □地カクテルフォンテン 　,2010年5月2日,法理勝弘 (笠松),吉橋計,新井弘幸,日高町,,ルールオブロー,カクテルガール,アドマイヤコジーン,0.00,0.00
2010100180,ドラグレスク 　,2010年4月15日,本田優 (栗東),村上憲政,荒井ファーム,日高町,819万円 (2011年 北海道サマーセール),キングヘイロー,アイアムトゥルー,Yes It's True,130.00,955.00
2010100181,ボーンアゲイン 　,2010年3月8日,境直行 (栗東),山上和良,荒井ファーム,日高町,189万円 (2011年 北海道サマーセール),アグネスデジタル,クリスチャンネーム,Cadeaux Genereux,0.00,0.00
2010100182,サンマルグレース 　,2010年4月14日,山内研二 (栗東),相馬勇,荒井ファーム,日高町,315万円 (2011年 北海道サマーセール),ジャングルポケット,グレースマリヤ,グルームダンサー,0.00,0.00
2010100183, □地キングマシュー 　,2010年3月8日,堀千亜樹 (大井),松尾正,荒井ファーム,日高町,347万円 (2011年 北海道オータムセール),ザッツザプレンティ,マドモアゼルランド,Kingmambo,300.00,359.00
2010100184,セカンドレディ 　,2010年5月24日,根本康広 (美浦),新井原博,飯田牧場,日高町,,モエレヴァチャス,サダムヒラメキ,ヘクタープロテクター,0.00,0.00
2010100185,ナズミの2010 　,2010年5月26日, ,,飯田牧場,日高町,,テレグノシス,ナズミ,メリーナイス,0,0
2010100186,ギンザクイーン 　,2010年5月11日,根本康広 (美浦),新井原博,飯田牧場,日高町,,カコイーシーズ,ナンプーユウキ,シャーディー,0.00,1.00
2010100187, □地シュトローム 　,2010年4月6日,及川良春 (岩手),大黒富美子,幾千世牧場,日高町,,ルールオブロー,アスール,フォーティナイナー,33.00,34.00
2010100188,デスティニーシチー 　,2010年2月19日,中野栄治 (美浦),友駿ホースクラブ,幾千世牧場,日高町,,タップダンスシチー,アデレードシチー,ラムタラ,0.00,130.00
2010100189, □地オールジャパンラブ 　,2010年3月19日,渡辺薫 (船橋),大槻信幸,幾千世牧場,日高町,,ザール,イージーラフター,ジェイドロバリー,0.00,267.00
2010100190,ソムニアシチー 　,2010年4月7日,谷原義明 (美浦),友駿ホースクラブ,幾千世牧場,日高町,,メイショウサムソン,エレアシチー,エルコンドルパサー,605.00,655.00
2010100191, □地リュウノイジゲン 　,2010年3月3日,田中伸一 (高知),蓑島竜一,幾千世牧場,日高町,,バブルガムフェロー,サイアムベイビュー,ホスピタリテイ,9.00,17.40
2010100192, □地エルキュール 　,2010年2月16日,内村寛司 (愛知),錦見日出雄,幾千世牧場,日高町,725万円 (2012年 JRAブリーズアップセール),ブラックタイド,シャバダバダ,サクラローレル,0.00,14.60
2010100193, □地グリューエン 　,2010年4月8日,中野博 (佐賀),野口幸八,幾千世牧場,日高町,,スウェプトオーヴァーボード,スカーレットソナタ,ティンバーカントリー,12.80,32.40
2010100194,ヨベルシチー 　,2010年4月12日,谷原義明 (美浦),友駿ホースクラブ,幾千世牧場,日高町,,タップダンスシチー,ブルージュビリー,エルコンドルパサー,0.00,46.00
2010100195,パープルシャイン 　,2010年4月7日,境直行 (栗東),中野銀十,石原牧場,日高町,,アドマイヤジュピタ,アイシャイン,マルゼンスキー,0.00,0.00
2010100196,テンノフェアリーの2010 　,2010年3月26日, ,,石原牧場,日高町,,フサイチコンコルド,テンノフェアリー,フジキセキ,0,0
2010100197, □地ランドリーマー 　,2010年6月4日,吉行龍穂 (兵庫),宮本昌彦,石原牧場,日高町,,サニングデール,ハッピーラベンダー,バブルガムフェロー,0.00,0.00
2010100198,ナムラダイセン 　,2010年5月1日,五十嵐忠 (栗東),奈村信重,いとう牧場,日高町,,ルールオブロー,オタティ,Sadler's Wells,0,0
2010100199, □地スマートセイント 　,2010年4月23日,柏木一夫 (大井),（有）トニー企画,いとう牧場,日高町,,スマートカイザー,スマートフェアリー,ティンバーカントリー,0.00,215.00
2010100200,スマートオリオン 　,2010年3月15日,鹿戸雄一 (美浦),大川徹,いとう牧場,日高町,945万円 (2010年 セレクトセール),グラスワンダー,トロピカルレディー,ウイニングチケット,0.00,100.00
2010100201,ナムラケンシロウ 　,2010年3月30日,福島信晴 (栗東),奈村信重,いとう牧場,日高町,,フサイチリシャール,ナムラクニヒメ,キンググローリアス,0.00,630.00
2010100202, □地ナムララオウ 　,2010年5月5日,稲益貴弘 (船橋),川村初美,いとう牧場,日高町,,ストーミングホーム,ナムラシゲコ,エンドスウィープ,0.00,1080.00
2010100203, □地ナムラマンジロウ 　,2010年3月25日,菅原欣也 (栃木),（同）ＪＰＮ技研,いとう牧場,日高町,,ハーツクライ,ナムラテンニョ,キンググローリアス,0.00,315.00
2010100204, ○地スマートジュメイラ 　,2010年2月24日,的場均 (美浦),大川徹,いとう牧場,日高町,,スマートカイザー,ナムラトレジョリ,デザートキング,0.00,85.50
2010100205,ナムラメロディーの2010 　,2010年3月22日, ,,いとう牧場,日高町,,ゴールドアリュール,ナムラメロディー,ジェイドロバリー,0,0
2010100206, □地エイプリルメロディ 　,2010年4月13日,吉橋淳一 (川崎),吉野惇,いとう牧場,日高町,,ネオユニヴァース,ファインメロディ,Green Desert,0.00,100.00
2010100207,フィールドソングの2010 　,2010年4月14日, ,,いとう牧場,日高町,,アドマイヤムーン,フィールドソング,Gulch,0,0
2010100208, □地エキゾチック 　,2010年5月11日,竹下直人 (愛知),畑佐博,いとう牧場,日高町,378万円 (2011年 北海道オータムセール),フジキセキ,リズミカルシチー,トニービン,0.00,21.00
2010100209,カピタン 　,2010年4月18日,牧田和弥 (栗東),畑佐博,いとう牧場,日高町,,アサクサデンエン,ロングスターダム,ノーザンテースト,0.00,21.00
2010100210, □地ナイスバデー 　,2010年4月20日,雑賀秀介 (高知),（株）めばえ企画,今井牧場,日高町,200万円 (2011年 北海道オータムセール),アルデバランＩＩ,キャンティクラシコ,マルゼンスキー,16.00,52.00
2010100211,インデマンド 　,2010年5月5日,柴崎勇 (美浦),島田久,今井牧場,日高町,,ティンバーカントリー,コトブキトミオー,プルラリズム,0.00,0.00
2010100212,コーリンマレガー 　,2010年4月30日,小野次郎 (美浦),伊藤恵子,今井牧場,日高町,,ネオユニヴァース,コーリンピュア,サクラバクシンオー,0.00,0.00
2010100213, □地セントスマイル 　,2010年3月22日,別府真司 (高知),吉橋英隆,今井牧場,日高町,,ルールオブロー,ホホエミ,バブルガムフェロー,13.80,20.00
