Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2011100153, □地マロンブーケ 　,2011年4月20日,藤田輝信 (大井),保坂和孝,オリオンファーム,日高町,,ダイワメジャー,ストーミンウイニー,Storm Cat,0.00,150.00
2011100154,ストームシャドウ 　,2011年4月29日,安田隆行 (栗東),前田幸治,オリオンファーム,日高町,"3,045万円 (2011年 セレクトセール)",Giant's Causeway,ブライトアバンダンス,Quiet American,0.00,630.00
2011100155,カウニスクッカ 　,2011年3月29日,尾形和幸 (美浦),大谷正嗣,オリオンファーム,日高町,,マンハッタンカフェ,マネーペニー,Monarchos,500.00,1802.20
2011100156,ロビンズネストの2011 　,2011年5月18日, ,,オリオンファーム,日高町,,フレンチデピュティ,ロビンズネスト,サンデーサイレンス,0,0
2011100157,サンシカゴ 　,2011年5月1日,田所秀孝 (栗東),加藤信之,加藤ステーブル,日高町,,リキアイワカタカ,シーサイドエンゼル,ジャッジアンジェルーチ,700.00,924.10
2011100158, □地テツノオンナ 　,2011年3月5日,遠藤茂 (大井),田代正博,加藤牧場,日高町,,アサクサデンエン,アイゲスソー,ディアブロ,128.50,331.50
2011100159,ダイショウバディ 　,2011年3月31日,大根田裕 (栗東),馬場祥晃,加藤牧場,日高町,210万円 (2012年 北海道オータムセール),アドマイヤボス,アオイランバー,アジュディケーティング,0.00,0.00
2011100160, □地マルケイジャパン 　,2011年3月27日,佐藤祐司 (岩手),熊谷啓一,加藤牧場,日高町,263万円 (2012年 北海道オータムセール),アドマイヤジャパン,セイチーズ,フォーティナイナー,28.10,37.50
2011100161, □地アイアンガール 　,2011年3月31日,荒山勝徳 (大井),大坪邦夫,加藤牧場,日高町,,ワイルドラッシュ,ハリケンアスリート,フサイチコンコルド,312.50,312.50
2011100162, □地ティンダロス 　,2011年3月20日,藪口一麻 (浦和),吉沢深造,カネツ牧場,日高町,,ノボジャック,エンゼルホープ,ヘクタープロテクター,224.00,283.60
2011100163, □地カネツスペシャル 　,2011年2月17日,広森久雄 (北海道),鹿戸裕之,カネツ牧場,日高町,,スペシャルウィーク,カネツテンビー,テンビー,130.00,310.00
2011100164, □地バトルランチャ 　,2011年3月18日,松浦聡志 (兵庫),塚原英雄,カネツ牧場,日高町,315万円 (2012年 北海道サマーセール),デュランダル,カネツフラップ,ホリスキー,0.00,2.10
2011100165,ドゥベルテックス 　,2011年4月9日,中竹和也 (栗東),加藤誠,カネツ牧場,日高町,"1,050万円 (2012年 セレクトセール)",ハーツクライ,カネツプリンセス,サクラバクシンオー,0.00,0.00
2011100166, □地キンググレー 　,2011年4月3日, (地方),西森鶴,カネツ牧場,日高町,,チチカステナンゴ,クイーンブルー,アドマイヤベガ,27.30,31.90
2011100167,タカイチフラワーの2011 　,2011年5月18日, ,,カネツ牧場,日高町,,アポロキングダム,タカイチフラワー,サクラユタカオー,0,0
2011100168, □地ロンギフォリア 　,2011年2月23日,栗田裕光 (大井),上野雅人,カネツ牧場,日高町,,プリサイスエンド,テンビーエース,テンビー,106.00,425.00
2011100169, □地スマイラックス 　,2011年4月24日,椎名広明 (船橋),（株）レックス,カネツ牧場,日高町,74万円 (2012年 北海道オータムセール),ヴィクトリー,ニシエイビュレット,タヤスツヨシ,19.20,19.20
2011100170, □地シルバーギャング 　,2011年4月22日,内野健二 (浦和),須藤茂,カネツ牧場,日高町,,スウェプトオーヴァーボード,マックビーナス,マンハッタンカフェ,59.00,215.20
2011100171,アポロキュート 　,2011年3月27日,菊川正達 (美浦),アポロサラブレッドクラブ,カネツ牧場,日高町,,カンパニー,ブルーチャーム,Kings Lake,0.80,0.80
2011100172, □地プレセペ 　,2011年3月26日,林正人 (船橋),（有）太盛,カネツ牧場,日高町,,ノボジャック,ペシェミョン,Sadler's Wells,16.00,16.00
2011100173, □地ポジティブラリー 　,2011年2月7日,堀江仁 (大井),高田勇三,賀張中川牧場,日高町,,ダイワメジャー,インディボールド,A.P. Indy,87.50,100.50
2011100174,ソウルブレイブ 　,2011年4月25日,松永康利 (美浦),賀張中川牧場,中川浩典,日高町,,チチカステナンゴ,カーディアンゴット,アスワン,0.00,0.00
2011100175, □地エナエビス 　,2011年4月8日,田中範雄 (兵庫),宮原広伸,中川浩典,日高町,378万円 (2012年 北海道サマーセール),ノボジャック,シャトーモア,ジョリーズヘイロー,0.00,164.00
2011100176, □地ヴィクトリーノヴァ 　,2011年3月28日,田中守 (高知),古賀慎一,中川浩典,日高町,,スウェプトオーヴァーボード,スマイルホリデー,チーフベアハート,153.90,593.90
2011100177, □地レインボーヒロイン 　,2011年4月30日,土屋洋之 (兵庫),藤井亮輔,賀張中川牧場,日高町,158万円 (2012年 北海道サマーセール),デビッドジュニア,レインボーロマンス,エアジハード,0.00,9.10
2011100178,タガノブラッサムの2011 　,2011年4月3日, ,,賀張三浦牧場,日高町,,ジャングルポケット,タガノブラッサム,サンデーサイレンス,0,0
2011100179,レディゴールド 　,2011年2月20日,鈴木伸尋 (美浦),片山浄見,賀張三浦牧場,日高町,683万円 (2013年 JRAブリーズアップセール),ステイゴールド,ドラールフォンテン,キンググローリアス,0.00,0.00
2011100180,ダイヤモンドキララ 　,2011年4月9日,二本柳俊 (美浦),上田忠男,賀張三浦牧場,日高町,,アドマイヤジャパン,ナムラヒスイ,サクラチトセオー,0.00,0.00
2011100181, □地ペロペロ 　,2011年4月4日,胡本友晴 (福山),岡田義雄,賀張三浦牧場,日高町,326万円 (2012年 北海道オータムセール),ネオユニヴァース,ファリシーク,Rainbow Quest,0.00,21.60
2011100182,タカミルシエル 　,2011年3月2日,畠山重則 (美浦),村田滋,賀張三浦牧場,日高町,221万円 (2013年 JRAブリーズアップセール),シンボリクリスエス,ルシエル,Sky Classic,0.00,0.00
2011100183, □地スウィフトタイチ 　,2011年5月28日,坂口義幸 (愛知),谷謙介,神島芳仁,日高町,,スウィフトカレント,オリオンザレモン,シャンハイ,23.50,23.50
2011100184, □地ドトウ 　,2011年4月3日,八木正喜 (川崎),東海物流（有）,神島芳仁,日高町,,アサクサデンエン,メイショウアオバ,メイショウドトウ,150.00,209.60
2011100185, □地スーパーレインボー 　,2011年5月28日,新子雅司 (兵庫),馬場三四郎,川島良一,日高町,,サウスヴィグラス,ケイアイポップス,コマンダーインチーフ,58.70,170.40
2011100186, □地タケノサッチャー 　,2011年3月27日,古賀光範 (佐賀),竹原孝昭,川島良一,日高町,158万円 (2012年 北海道オータムセール),マイネルラヴ,ドリームインスター,バブルガムフェロー,86.40,97.70
2011100187, ○地クリノツネチャン 　,2011年4月20日,星野忍 (美浦),栗本博晴,川島良一,日高町,,マイネルセレクト,モカサンデー,サンデーサイレンス,130.00,385.00
2011100188,ウインレーヌ 　,2011年4月24日,手塚貴久 (美浦),ウイン,川端正博,日高町,777万円 (2012年 北海道サマーセール),キングカメハメハ,ダンスエンドレス,ダンスインザダーク,0.00,25.20
2011100189, □地リトルカントリー 　,2011年5月14日,高橋清顕 (地方),宮村明,川端正博,日高町,,メイショウサムソン,パープルデージ,デインヒル,170.00,367.20
2011100190,ホッコーパイン 　,2011年5月26日,松永康利 (美浦),矢部幸一,川端正博,日高町,,バゴ,ホッコーエクレール,ダンスインザダーク,0.00,0.00
2011100191,マダムジルウェット 　,2011年4月28日,高木登 (美浦),ラ・メール,川端正博,日高町,"1,260万円 (2013年 北海道トレーニングセール)",フジキセキ,ユキノチャンプ,タバスコキャット,230.00,1060.00
2011100192,トーセンスティング 　,2011年5月11日,古賀史生 (美浦),島川隆哉,川端正博,日高町,840万円 (2012年 北海道サマーセール),ゴールドアリュール,ワンアンドオール,Arch,0.00,334.00
2011100193,ファンシータワーの2011 　,2011年3月25日, ,,菊地牧場,日高町,,アルカセット,ファンシータワー,ブライアンズタイム,0,0
2011100194, □地キントウン 　,2011年4月21日,盛本信春 (地方),渋谷タミ子,菊地牧場,日高町,,ハイアーゲーム,ラムタラカップ,ラムタラ,40.50,44.60
2011100195, □地ドクトルモレ 　,2011年3月22日,橘友和 (地方),湯沢寛,北田剛,日高町,,ヴィクトリー,イシノカリヨン,サンデーサイレンス,98.10,98.10
2011100196,ストークス 　,2011年2月12日,黒岩陽一 (美浦),ジェイアール,北田剛,日高町,,リンカーン,カツラヘネシー,Storm Bird,0.00,725.00
2011100197, ○地シュヴァルベ 　,2011年5月5日,土田稔 (美浦),ケンレーシング組合,北田剛,日高町,315万円 (2013年 千葉サラブレッド・セール),サウスヴィグラス,タケノパンジー,イブンベイ,0.00,51.00
2011100198,コスモカパルア 　,2011年3月18日,森田直行 (栗東),ビッグレッドファーム,北田剛,日高町,105万円 (2012年 北海道サマーセール),スウィフトカレント,フサイチヴィーナス,Caerleon,355.00,1150.00
2011100199,バクダン 　,2011年4月19日,田村康仁 (美浦),ＨｉｍＲｏｃｋＲａｃｉｎｇ,北田剛,日高町,,アッミラーレ,プルミエ,フォーティナイナー,69.90,107.10
2011100200,ボーノボーノ 　,2011年2月26日,水野貴広 (美浦),友水達也,木村牧場,日高町,,ハーツクライ,ゲストアスリート,ブライアンズタイム,50.00,51.70
2011100201, □地ピアーノ 　,2011年2月23日,伊藤滋規 (地方),尾又良隆,木村牧場,日高町,,シンボリクリスエス,ゴールデンシルヴァー,Sadler's Wells,0.00,0.00
2011100202, □地ビオレント 　,2011年2月18日,米田英世 (大井),細谷典幸,木村牧場,日高町,,ゼンノロブロイ,スターオブジュニパー,Sadler's Wells,0.00,399.00
2011100203,グランレーブ 　,2011年4月4日,中野栄治 (美浦),友水達也,木村牧場,日高町,,アドマイヤジャパン,ダイタクアズミット,マヤノトップガン,0.00,0.00
2011100204, □地ファイラム 　,2011年5月7日,伊藤滋規 (地方),組）滋友会,木村牧場,日高町,,ハーツクライ,ファイル,Lear Fan,21.50,50.30
2011100205,タカミツベイリー 　,2011年5月23日,高橋裕 (美浦),高橋光雄,木村牧場,日高町,452万円 (2013年 北海道トレーニングセール),メジロベイリー,フレンチカラー,Fabulous Dancer,0.00,25.90
2011100206, □地パドシュバル 　,2011年5月5日,稻田彰宏 (兵庫),杉浦和也,木村牧場,日高町,,ワイルドラッシュ,ブリリアントローズ,Awesome Again,329.80,513.20
2011100207, □地フジミノル 　,2011年3月6日,矢野久美 (佐賀),土山弘昭,木村牧場,日高町,,リンカーン,プラドヴェルダ,Vision and Verse,0.00,1.30
2011100208,トリノドリーム 　,2011年2月28日,鈴木伸尋 (美浦),小川敏夫,木村牧場,日高町,,ステイゴールド,マキノコーラルシー,イタリアンカラー,0.00,0.00
2011100209,ヤワタマーチ 　,2011年3月26日,菊川正達 (美浦),平岩健一,木村牧場,日高町,,ブラックホーク,ヤワタシルバー,ムタファーウエク,0.00,0.00
2011100210, □地ドラゴンライダー 　,2011年4月4日,炭田健二 (高知),西森鶴,木村牧場,日高町,347万円 (2012年 北海道オータムセール),サウスヴィグラス,ラヴリーサンダー,サンダーガルチ,192.00,402.00
2011100211, □地シゲルシリベシ 　,2011年4月1日,伊藤滋規 (地方),森中蕃,木村牧場,日高町,158万円 (2012年 北海道オータムセール),ストラヴィンスキー,ラブリイマーチャン,ハンセル,0.00,72.90
2011100212, ○地デンジャラー 　,2011年4月11日,南田美知 (美浦),静内白井牧場,木村牧場,日高町,105万円 (2012年 北海道オータムセール),ケイムホーム,リスペット,アドマイヤベガ,0.00,81.20
